0,0
15.08145496,0.010794591
14.94610636,0.07265044
13.52956695,0.08771509
12.90872203,0.126939619
11.78484359,0.138168284
9.780218471,0.147022052
9.320993427,0.183169113
7.827323066,0.18677602
5.903300059,0.187298587
5.408520346,0.194160303
5.232486638,0.250403938
4.805969329,0.340039664
4.713912426,0.375352996
4.423532454,0.385454911
4.083638163,0.400219772
3.918892288,0.410685896
3.413990674,0.411375866
2.768622783,0.420913818
2.706331959,0.424836575
2.655698402,0.432504888
2.556929049,0.493345736
2.47690691,0.554622832
2.458108804,0.559924688
2.327493666,0.565428296
2.253541648,0.567573152
2.203714254,0.577525003
2.059048576,0.587969333
2.02319162,0.589601689
1.968909479,0.604529097
1.908137327,0.616887186
1.781626422,0.619823447
1.777502411,0.624727886
1.765491552,0.636317272
1.760533634,0.65632862
1.693968906,0.702063878
1.684814887,0.706602802
1.450217513,0.719960911
1.38617988,0.728847474
1.355124246,0.759419415
1.339402646,0.760738557
1.2583107,0.821284562
1.223683739,0.822273374
1.171599071,0.828977841
1.157997085,0.832470334
1.152844854,0.863292833
1.124909934,0.898487062
1.103243947,0.912591144
1.088562006,0.913277073
0.974063657,0.926876628
0.95550182,0.961914621
0.941622318,1.0017733
0.922453454,1.010853977
0.898946406,1.019273238
0.891597752,1.042379797
0.797647794,1.047782402
0.744508032,1.074623794
0.741964218,1.106799102
0.714599495,1.136638069
0.678206943,1.177453611
0.653340969,1.201338857
0.566776122,1.239762026
0.557509501,1.248262079
0.501686544,1.32302098
0.484836257,1.40126732
0.403144189,1.448253254
0.354787202,1.459118707
0.318720366,1.461292162
0.308904915,1.473349278
0.304013679,1.506646469
0.233464963,1.586560617
0.226407558,1.656563757
0.163619147,1.84351665
0.161087078,1.956932532
0.117907996,2.493318386
0.099523751,3.049939029
0.067667122,3.586316129
